author,published_at,updated_at,like_count,text
@donjobi9400,2023-11-28T18:04:29Z,2023-11-28T18:04:29Z,1,The arrival of TheMighty Gog Magog.... we come we cheat we conquerer ....Banglas rules💪👍👍👍
@asahmed1980,2023-11-28T15:36:42Z,2023-11-28T15:36:42Z,0,What a tragedy. This sick cruelty. Breaks my heart. Shame on you Myanmar for driving your fellow countrymen to this.
@user-qu4tj8vl6i,2023-11-28T13:14:48Z,2023-11-28T13:14:48Z,1,Indonesia is a smart country. It has understood who the Rogingyas are and have taken the right decision by not allowing them to.settle..Bangladesh learnt it the hard way.
@user-lb8rj4xl8n,2023-11-28T12:33:12Z,2023-11-28T12:33:12Z,0,"Pemerintah udah ngelarang padahal dulu, nampung pengungsi bukan hal yang mudah, liat kan sekarang udah ikutin aja apa kata pemerintah kalo kagak boleh yaa kagak boleh pasti udah ada pertimbangan untuk kedepannya"
@convention111,2023-11-28T11:45:30Z,2023-11-28T11:45:30Z,0,Indonesia muslim always claim their own the biggest muslim people in the world..so why their reject their Rohingya muslim brothers 😂
@convention111,2023-11-28T11:43:25Z,2023-11-28T11:43:25Z,0,Send them to west jawa and Jakarta so many many muslim humanity there😂
@convention111,2023-11-28T11:39:42Z,2023-11-28T11:39:42Z,1,It&#39;s funny that Indonesia only wants to accept Palestinian refugees while Rohingya refugees are rejected😆🤣it says it upholds humanity 😆
@convention111,2023-11-28T11:37:59Z,2023-11-28T11:37:59Z,0,Indonesia ❤ Rohingya 😊
@yongkiwijaya4074,2023-11-28T11:29:44Z,2023-11-28T11:29:44Z,1,"They act like they own the land, you should have know your place"
@ptitgavroche,2023-11-28T06:23:28Z,2023-11-28T06:23:28Z,2,Muslims. Perfecting the art of victimhood since 610 CE.
@Paintkillerify,2023-11-28T05:29:22Z,2023-11-28T05:29:22Z,1,Malaysia had been facing this problem since like a decade ago. Now only you know the malaysian are not lying about rohingyans’ true behaviour.
@Starlightz28,2023-11-28T02:47:59Z,2023-11-28T02:47:59Z,0,"The facts was this refugees not only dont obey the law, they dont take responsibility and also accountability, this will continue to increase and increase, letting them in will be a huge problems, they need to go back to their own country"
@um8440,2023-11-27T11:40:49Z,2023-11-27T11:40:49Z,0,"If you let them in they will keep coming, when is it going to stop."
@hobiexplorer4857,2023-11-27T09:57:25Z,2023-11-27T09:57:25Z,0,"Befire blaming a country for not accepting refugess, let&#39;s think at the first habd what caused tbem flee from their countries? Who triggered the wars conflicts in their own home? Countries who   contributed to the damage in the homeland of the refigess are the first to accept them .."
@rrvillareal2011,2023-11-27T03:44:18Z,2023-11-27T03:44:18Z,0,"Muslims not wanting Muslims, what a surprise!"
@tenzinthinley8764,2023-11-27T01:32:55Z,2023-11-27T01:32:55Z,0,It is funny Muslims here saying refugees from different culture can’t assimilate but then expects western non Muslim countries to take them in
@Me-td1vi,2023-11-26T23:10:52Z,2023-11-26T23:10:52Z,0,"These people don&#39;t deserve this situation. Blame the bullsh*t government of Myanmar. <br><br>But for me, since Indonesia are,willing to help them they should behave accordingly, they should follow and obey the people who opened their doors to help them. We cant blame by doing so because of desperation. But they have to act accordingly for them feel the help they are waiting for."
@tunperak1256,2023-11-26T23:02:54Z,2023-11-26T23:02:54Z,0,"They need to figure out how to be usefull for the country they go. Resorces are limited so are peoples patient. Peacefull community are not weak, they are kind. But show disrespect to them, that kindness will be gone too."
@mywaydo,2023-11-26T19:05:25Z,2023-11-26T19:05:25Z,0,"Take them in , they are your Muslim brothers and sisters!"
@mohammedw4661,2023-11-26T16:35:28Z,2023-11-26T16:35:28Z,0,😢💔🥀 🇸🇦❤️🇮🇩
@ratanca8335,2023-11-26T14:43:03Z,2023-11-26T14:43:03Z,1,"They are (rohingya) not refugees, they are human traficking"
@Rafael109.,2023-11-26T12:27:21Z,2023-11-26T12:27:21Z,1,Lebih baik kirim ke Malaysia aja
@ikhwansaloot,2023-11-26T10:23:55Z,2023-11-26T10:23:55Z,0,"Masa nk sampai ke pantai, buat muka kesian..."
@domingopanaligan9859,2023-11-26T04:43:41Z,2023-11-26T04:43:41Z,0,"I understand whatever everyone is saying, but can these people give at least first aid before refusing them?"
@marcbirthday,2023-11-26T04:20:23Z,2023-11-26T04:20:23Z,0,"Europe must take them all, in the name of humanity."
@samudragalaxy4001,2023-11-25T23:59:46Z,2023-11-26T00:01:12Z,1,"Kami takut Meraka hanya ingin lahan kami, aceh adalah daerah paling subur di indonesia.<br>mereka pintar mengambil hati masyarakat untuk bersimpati.<br>Karena mereka berkata akan tetap tinggal disini apapun yang terjadi."
@suleestio6686,2023-11-25T23:36:33Z,2023-11-25T23:36:33Z,1,"<a href=""https://www.youtube.com/watch?v=I67UiyotcVU&amp;t=3m05s"">3:05</a> that evil stare tho, you know deep inside they are evil.."
@suleestio6686,2023-11-25T23:35:26Z,2023-11-25T23:35:26Z,0,"Just take them somewhere else, if you disagree..you may bring them to your home"
@niikocil4006,2023-11-25T22:16:58Z,2023-11-25T22:16:58Z,1,"just go back to bangladesh, u guys being so rude and too demanding, you guys just refuges that run away from your own country thinking that other country will feeding you for free, and think no need to obey any law"
@wisnudaniel5168,2023-12-16T16:12:27Z,2023-12-16T16:12:27Z,0,"Ini bukan pengungsi..mereka membawa handphone satelit!!!!<br>Ada pihak yang menjalankan mereka, untuk menjajah negara lain dengan metode &quot;nangisan dan kelaparan&quot;!!!!!!!<br>(Jika kamu menampung mereka,suatu saat mereka akan balik menampung kamu dan berani menendang kamu,YA KARENA MEREKA SUDAH KUAT DAN BANYAK)<br>[suatu perang zaman modern tidak perlu dengan senjata/pesawat tempur, tapi,cukup dengan HANDPHONE dan TANGISAN !!!!]"
@pr-jensen,2023-12-16T13:44:00Z,2023-12-16T13:44:00Z,0,"Det er typisk, muslimske lande , vil ikke tage imod muslimske flygtninge."
@nanamishizu7246,2023-12-16T03:40:18Z,2023-12-16T03:40:18Z,1,"mereka Memberi kesan buruk kepada kami, diantara mereka ada yang melakukan pelecahan terhadap anak dan wanita, mencoba melarikan diri dari camp,Tidak menjaga kebersihan. Dan tidak patuh pada aturan adat kami... kami memberi bantuan logistik Saat mereka pergi tetapi di buang Oleh mereka sendiri...."
@ngelencerjauuhh5497,2023-12-15T23:26:30Z,2023-12-15T23:26:30Z,1,<b>Go to Australia &amp; stay there 👍🏿👍🏿👍🏿</b>
@ridhowijaya7584,2023-12-14T23:57:28Z,2023-12-14T23:57:28Z,0,Everybody fine with their borderland until british redraw.
@alfitasalsabila6498,2023-12-14T13:27:11Z,2023-12-14T13:27:11Z,0,"Mereka memang perlu diusir, mereka kan imigran gelap. Kalo dibiarin menetap bahaya, bisa mengganggu kedaulatan bangsa Indonesia"
@kokodiana5504,2023-12-14T12:51:06Z,2023-12-14T12:51:06Z,1,Kami sudah membantu Rohingya dg memberi makan dan minum sebagaimana kami memuliakan tamu.tapi tamu harus pulang.Indonesia tanah air kami diperjuangkan dg darah dan nyawa.dan tanah air kami hanya untuk anak cucu kami dimasa depan.unhcr tidak boleh memaksakan kehendak kepada negara indonesia.kami berhak menolak .
@Chandankumar-qw6hb,2023-12-14T11:57:44Z,2023-12-14T11:57:44Z,0,Omg😮
@LilithEveMaria,2023-12-14T04:41:17Z,2023-12-14T04:41:17Z,0,Don&#39;t go to Malaysia
@shirleyyoung5943,2023-12-14T04:34:17Z,2023-12-14T04:34:17Z,0,"Maaf orang Indonesia juga tidak mau menetima pengungsi Rohingya lagi Karna mereka suka mencuri ,sudah di kasih makanan juga mereka tidak tau berterima kasih,kadang mereka buang makanan di laut seperti Indomie,buang kotoran sembarang,suka kabur,sekarang orang aceh tidak mau terima mereka lagi"
@madkey228,2023-12-14T04:01:13Z,2023-12-14T04:01:13Z,0,Stay and fight in your own land.
@kingcrap_z5449,2023-12-14T03:58:46Z,2023-12-14T03:58:46Z,0,Ntar kita jadi kayak Palestina setelah mereka mau menerima Israel yg mengungsi ke Palestina 😂
@ittamm3818,2023-12-14T03:55:06Z,2023-12-14T03:55:06Z,0,Who are you? 😂
@amandaa3482,2023-12-14T02:15:06Z,2023-12-14T02:15:06Z,1,Di Indonesia apapun Agamamu pemerintah menyarankan 2/3 sudah lebih cukup&quot;. Ayolah UNHCR beri mereka alat kontrasepsi segunung jangn buang anak&quot; mereka ke Indonesia.
@wugaming542,2023-12-14T00:05:10Z,2023-12-14T00:05:10Z,1,"Go from Indonesia, if you want stay, take the risk further. Go with their UNHCR."
@jonesso,2023-12-13T22:31:15Z,2023-12-13T22:31:15Z,0,Indonesian people love Rohingya cause the same religion and indonesian still support them and indonesian love palestine
@rahmaniardwi3887,2023-12-13T15:54:40Z,2023-12-13T15:54:40Z,0,legal imigran 🥴😒
@riskys7216,2023-12-13T15:39:16Z,2023-12-13T15:39:16Z,1,Makanan dan Bantuan kami dibuang padalal Saudara kami juga banyak yg membutuhkan bahkan Palestina jika itu Orang palestina pasti mengucapkan terimakasih dan Bersyukur pada Tuhan .Mereka datang dengan Kapal pasti ada orang lain di balik ini semua . Mereka seperti Imigran gelap yg lari dari penampungan yg sudah ada.
@ivylee734,2023-12-13T11:50:57Z,2023-12-13T11:50:57Z,4,I suggest all those unchr volunteers accept rohingnya to stay at their home to show their humanity
@hasbi_ar,2023-12-13T09:50:44Z,2023-12-13T09:50:44Z,0,"they are already decent and good in Bangladesh, why come to Indonesia"
@bornard12,2023-12-13T09:36:42Z,2023-12-13T09:36:42Z,0,"<a href=""https://www.youtube.com/watch?v=A8iHcyhUoC0&amp;t=4m53s"">4:53</a> .. take the rohingya to your country then, they are not accepted here in indonesia"
@indahandrew3199,2023-12-13T06:09:17Z,2023-12-13T06:09:17Z,0,They can come to the U.S.A. They have open borders 🤷‍♀️
@BlueCollar80,2023-12-13T01:25:10Z,2023-12-13T01:25:10Z,1,"I feel that the best way to help them is to make them second class citizen so somehow we can use their labor and they can still have income (although with smaller pay) instead of just keeping them and giving them food, shelters, and clothes without getting any return."
@peterkelly8357,2023-12-12T21:55:48Z,2023-12-12T21:55:48Z,1,"So, basically, this video proves the point that everyone is racist, not just white people (which they are not)"
@durianhead7558,2023-12-12T17:36:03Z,2023-12-12T17:44:39Z,0,"They have been disrespectful and disobeyed with the local norms and  have caused so much trouble to the local people. That is why they got rejected. Just see malaysia as an example, they have caused a big problem in the country. It is not impossible that what happened in myanmar could happen in other countries too. Rohingya seems to be difficult to blend with the locals"
@thuynguyennguyen6821,2023-12-12T14:28:30Z,2023-12-12T14:28:30Z,1,Những người Bangladeshi nguy hiểm chỉ làm giáng điệp hại người họ không có bản chất tốt nên họ mới tự tin vào nước khác làm mọi thứ đánh thuê hoặc hại người nói xấu kéo nhau toàn người Bangladeshi làm việc cho gian hồ Singapore và mls
@waihtet3027,2023-12-12T13:56:52Z,2023-12-12T13:58:15Z,0,"As a Burmese, Rohingyas are not our citizens, not in the past, not in the present. Just look at us. Myanmar is a country with official 135 ethnic groups and Rohingya is nothing like them. Just look at us. They are literally Bengalis who were leaked from Bangladesh to our western border. There is nothing Myanmar can do for these illegal immigrants. Every nation has their own rules and regulations and Myanmar have too. Only thing Myanmar can do is letting them out to reach wherever they wanna go. Those Rohingyas are also humans and so they definitely know where they belong to. They know Myanmar is not a right place for them at last."
@easy_sleko-sz4bq,2023-12-12T10:37:38Z,2023-12-12T10:37:38Z,1,"Iya, selama ini pol air n AL kemana aja???"
@ranjithparamashivam1795,2023-12-12T08:03:38Z,2023-12-12T08:03:38Z,0,India must follow this..
@bayuww1417,2023-12-12T03:02:04Z,2023-12-12T03:02:04Z,0,"You forgot, there is some sceme behind them to take profit and give Indonesia problem"
@99hiwa,2023-12-12T02:39:45Z,2023-12-12T03:49:43Z,10,"Jangan lupa, para &quot;pengungsi&quot; ini pun membayar sejumlah uang untuk bisa &quot;mengungsi&quot;. Ada agen yang mengantarkan mereka serta menyamar sebagai &quot;pengungsi&quot; dan telah tertangkap meskipun sebagiannya telah kabur. Bisa dikatakan ini adalah tindakan penyelundupan yang disengaja. Mereka akhirnya ditolak sana-sini karena sebagian besar berkelakuan buruk, tidak tahu diri, tidak menghormati peraturan dan menganggu keamanan dan kenyamanan warga lokal.<br><br>Satu lagi, tidak ada kewajiban bagi Indonesia untuk menampung para pengungsi ini. Saya berharap pihak-pihak yang berkompeten dan keras terhadap hal ini serta yang menandatangani konvensi 1951 tentang pengungsi dapat membuka akses untuk bisa menampung para pengungsi ini segera, agar para &quot;pengungsi&quot; bisa terurus sesuai yang telah ditetapkan dalam konvensi 1951."
@nino88881,2023-12-12T02:27:28Z,2023-12-12T02:27:28Z,0,What did European countries did when the immigrants they took made so much problems?  Did they keep taking them in freely?   Please dont use same religion or brotherhood in fsith as an excuse to push a country to do what other countries not willing to do.
@youtuberelaxing5273,2023-12-12T02:11:17Z,2023-12-12T02:11:17Z,1,"Mereka sudah punya kartu UNHCR dari bangladesh, apa tujuan mereka datang ke indonesia ?"
@MrMizuch1,2023-12-12T01:51:40Z,2023-12-12T01:51:40Z,0,"hei not indonesian policeman, but indonesia people,... why u country not try to accept them?"
@nighthood9184,2023-12-11T23:43:43Z,2023-12-11T23:43:43Z,1,"coba orang bulenya ngasuh 10 orang rohingya, mau ga?"
@iamblueyork,2023-12-11T23:21:22Z,2023-12-11T23:21:22Z,2,Tittle: Where Rohingya can go?<br>Answered: To your country
@alifalshehhiros9389,2023-12-11T23:12:54Z,2023-12-11T23:12:54Z,0,"TOLONG BANTU SUPPORT KAMI RAKYAT INDONESIA,<br><br>TOLONG USIR SEMUA IMIGRAN GELAP ASAL ROHINGYA DAN BANGLADESH DARI NEGARA INDONESIA !<br><br><br><br>ROHINGYA REALLY HAVE BAD MANNERS, AND SOON THEY WILL REVEAL THEIR TRUE FACE<br><br><br><br><br><br>ROHINGYA ADALAH BIBIT KRIMINAL DAN BIBIT MASALAH UNTUK INDONESIA"
@goubalicius1453,2023-12-11T22:38:03Z,2023-12-11T22:38:03Z,7,This is not refuges.. this is massive exodus from bangladesh
@mohsobari8803,2023-12-11T21:52:34Z,2023-12-11T21:52:34Z,0,Bangladesh banyak mengungai untuk cari uang ke Indo bukan Rohingya
@time007h,2023-12-11T20:21:05Z,2023-12-11T20:21:05Z,0,Where is culprit Myanmar?
@azeefox,2023-12-11T18:15:46Z,2023-12-11T18:15:46Z,1,malaysia have the same problem
@heribudisusilo2435,2023-12-11T17:21:26Z,2023-12-11T17:21:26Z,5,Ketika banyak negara menolak Rohingnya artinya ada yang salah dengan sikap orang Rohingnya.
@semut8699,2023-12-11T15:51:25Z,2023-12-11T15:51:25Z,1,Back to Bangladesh
@kevindevaojoo8882,2023-12-11T13:42:15Z,2023-12-11T13:42:15Z,2,They are Indian race <br>and Bangladeshi <br><br>Why Indonesian should take the burden what Indian and British empire had made????????
@Kevinxlee9,2023-12-11T09:23:52Z,2023-12-11T09:23:52Z,3,Give them CONDOMS not FOODS and WATER
@Wong87qqrwtfxz,2023-12-11T09:19:55Z,2023-12-11T09:19:55Z,3,"As an indonesian. The people&#39;s of rohingya has an uncivilized culture and ethics as a reflection of Asian nations like us.. so they will not stay along on my country..<br><br>Thanks to Thailand, and malaysia people for tell us about this 🇹🇭🇲🇾❤"
@menikmenik6831,2023-12-11T01:14:56Z,2023-12-11T01:14:56Z,11,"Indonesia itself still has many citizens who need to be cared for, especially many elderly people, children who are malnourished and many people living in poverty. If we reject the arrival of the Rohingya people, it doesn&#39;t mean we don&#39;t have a sense of humanity. However, our own citizens still live in poverty. As an Indonesian citizen, I have to go abroad for the sake of a bite of rice for my family. If the government allows them (Rohingya) to stay, there will be a bad impact for the Indonesian people and the Indonesian state itself. The right advice is to return them to their origin (their country) and let them fight in their own country!"
@yohanayoku6741,2023-12-11T00:36:50Z,2023-12-11T00:36:50Z,15,"I’m very proud as an Indonesian of how we really value humanity. But, we still have a lot of problems within our own country that need our attention. How about the  salary of the honorary teachers? How about our brothers and sisters who are like living under bridges cause they’re homeless? Let’s focus on our own country first, government."
@rosenollyemma6319,2023-12-10T13:42:27Z,2023-12-10T13:42:27Z,2,"Phil Robertson, take all Rohingya people to your country, then see if your own people would be happy, of course not ."
@kristianingsih479,2023-12-10T13:24:29Z,2023-12-10T13:24:29Z,0,"BECOUSE INDONESIAN NAVY ITS SLEEPING,,,THEY NEVER GUARD THE  SEA BORDER,,,."
@ItsMeMayur007,2023-12-10T06:02:12Z,2023-12-10T06:02:12Z,3,As a Indian we Also suffer from Rohingya or Bangladeshi illegally migrated 😢
@ItsMeMayur007,2023-12-10T05:57:48Z,2023-12-10T05:59:00Z,0,Why didn&#39;t stop in 2 baby <br>Every year they make one baby😂<br>They&#39;re like baby give Allah they didn&#39;t stop in one baby 😂
@Geologywonders.311,2023-12-10T03:30:00Z,2023-12-10T03:30:00Z,1,Germany should provide refuge to all rohingyas
@sugaoke87,2023-12-09T20:22:59Z,2023-12-09T20:22:59Z,0,"Kaum cepat berkembang biak,tak tau atura,sulit di atur.pulangkan aja ke banglades.sebagian besar rakyat indonesia menolak"
@pakchu772,2023-12-09T09:26:31Z,2023-12-09T09:26:31Z,0,Go to Palestine !!!
@user-mp9ck7cv3l,2023-12-09T06:43:10Z,2023-12-09T06:43:10Z,0,Isn&#39;t it facism?
@dahlinar3600,2023-12-09T01:49:12Z,2023-12-09T01:49:12Z,1,"Kami sebagai warga Aceh tidak menerima pengunsi Rohingya, kami di Aceh aja masih kesusahan"
@ariyarief6803,2023-12-09T00:05:48Z,2023-12-09T00:05:48Z,5,"We welcomed them previously but it brings us big problems, so we started to REFUSE them. They are people who can&#39;t adapt with our local wisdoms. We don&#39;t want them to become our citizens.<br>It is Myanmar government who must responsible with all of this that have happened"
@AzharRyotamaulana,2023-12-08T14:44:25Z,2023-12-08T14:44:25Z,4,Ini permainan Israel dan amerika kita masyarakat Indonesia tolak keras penjajah Rohingya.mereka mengatas namakan agama Islam buat menjajah Indonesia secara halus.jangan sampai kaya Palestina.ayo kita tolak
@dontbeaffraid_,2023-12-07T16:44:43Z,2023-12-07T16:44:43Z,3,"They are different with Indonesia people. They are not Indonesian. Please Vrindavan People especially South Asia, receive them to your country, cause they&#39;re dominant with you all"
@user-cl6pi1vg3y,2023-12-07T12:28:56Z,2023-12-07T12:28:56Z,6,"First rule: RESPECT LOCAL RULES!!<br>If you don&#39;t respect the rules that apply in Aceh, it&#39;s better to leave and never set foot in the rest of Indonesia"
@second1905,2023-12-07T11:38:26Z,2023-12-07T11:38:26Z,5,"Mengapa banyak negara yg menolak etnis rohingnya?<br>Karena mereka tidak tau terimakasih, pemalas, tidak menjaga kebersihan, tidak menghormati warga lokal..<br>Jika ingin diterima kalian harus tau diri dan rubah etika kalian.."
@pisypussy-fu1ii,2023-12-07T06:03:40Z,2023-12-07T06:03:40Z,6,"If they were rejected in Thailand, they were rejected in Malaysia, why is the last hope in Indonesia? If Thailand, Malaysia refuses, you look normal, then if now Indonesia refuses, why should there be hope? If you want to just keep them in your yard as your last hope.. You refuse? Why doesn&#39;t Indonesia have the right to reject it on human rights grounds based on existing norms? There are still many problems in the country that have not been resolved, plus the burden of Rohingya"
@pisypussy-fu1ii,2023-12-07T05:46:10Z,2023-12-07T05:46:10Z,3,"Lembaga UNHCR menyarankan Untuk ditampung  dengan alasan Hak asasi Manusia<br>Lantas jika mereka Terlalu banyak atau bahkan sampai mempunyai keturunan, membuat keperaturan sendiri memakai bahasa sendiri mempunyai tentara sendiri, membuat kerusakan , mengusik budaya yang sudah ada , jika mereka melakukan perbuatan separatis apakah masih mendapatkan hak asasi manusia?"
@user-cl7px8te5n,2023-12-07T03:01:38Z,2023-12-07T03:01:38Z,2,"If Rohingya stay in Indonesia, army of Indonesian was killing him, remember it bic"
@Evisoebank7980,2023-12-06T13:19:14Z,2023-12-06T13:19:14Z,4,"Indonesia is already densely populated and poor, don&#39;t add to the burden on our country. If you want, bring it to your country, Mr Phil Robertson 🙏<br><br>You need to know, we ourselves, the children of the Indonesian nation, have to earn our fortune in foreign countries to support our families. And now Indonesia just wants to accommodate them? it&#39;s very unfair to us😢"
@ilyadimz218,2023-12-06T03:53:34Z,2023-12-06T03:53:34Z,3,Dan Mereka sudah punya tempat yang layak di bangladesh yaitu bhashan char
@ilyadimz218,2023-12-06T03:49:53Z,2023-12-06T03:49:53Z,3,Kalian tahu <br>Di malaysia orang rohingnya ini telah meminta hak untuk memiliki sepetak tanah untuk mereka duduki dengan tanpa campur tangan etnis lain yaitu bangsa malaysia sendiri
@marjubelbeauty9431,2023-12-06T01:08:51Z,2023-12-06T01:08:51Z,0,"Rohingya can go to Amerika, Australia,england,or whatever they want.<br>ENYONG WONG INDONESIA ORA SUDI NEK ROHINGYA MING INDONESIA..<br>SUDAH TAU INDONESIA AJA SUSAH, DATENG ROHINGYA BIKIN SUSAH AJA"
@DJ19761,2023-12-05T06:48:53Z,2023-12-05T06:48:53Z,2,they should stay in Bangladesh that provide a better place to stay..so i&#39;ve heard ...
@R4GNAR0G,2023-12-05T03:10:32Z,2023-12-05T03:10:32Z,3,"What&#39;s funny is I heard some of them paid like 20 million rupiah (around 1.500 USD, I guess) to stay there.<br>Like, WTF!?<br>WHERE DID THEY EVEN GET THAT MUCH MONEY FROM!?<br><br>Someone must have PAID those Rohingya people to leave Cox Bazaar and move to Indonesia. And I heard UNHCR got something to do with it too. This is starting to smell like an INSIDE JOB."
@kambova385,2023-12-04T23:30:22Z,2023-12-04T23:30:22Z,0,"even a lot of patrol boat, they ll come early when all people sleep"
@yatazirachmad7476,2023-12-04T16:12:16Z,2023-12-04T16:12:16Z,0,nHx rohingnya seperti virus malware jika sudah menyebar akan sulit di tangani
@wahyuika6044,2023-12-04T12:51:02Z,2023-12-04T12:51:02Z,1,"Sir, I am sorry. They came to us about 1000 people in 2 weeks!, and more are still came. How can we accomodate them all? We still struggle with the after effect of COVID-19, and many natural disaster!. When huge number of people came in a short of time and we don&#39;t know when the exact time  they leave, of course we are anxious and angry. They can be a threat to our country. One of the absolute requirements for the establishment of a state is territory!"
@mommyfatih056,2023-12-04T11:15:20Z,2023-12-04T11:15:20Z,0,Not worth at all. They come and come. Escape from camp they&#39;ve been settled. They pay expensive to go to other nation
@sangsakabangsa7798,2023-12-04T07:08:41Z,2023-12-04T07:09:06Z,2,"Why not American, Australia or Brittain accept all Rohingya to their country.malaysia and Indonesia will be very happy"
@sangsakabangsa7798,2023-12-04T06:38:28Z,2023-12-04T06:38:28Z,1,ASEAN must reject All Rohingya..
@QQ-uv1ct,2023-12-04T05:41:59Z,2023-12-04T05:41:59Z,2,Silahkan rohingya di tampung di negara anda tuan Phil yang merupakan negara maju dan kaya jangan menyusahkan dan menambah beban negara kami Indonesia yang masyarakatnya sendiri masih banyak yang kesusahan
@Kraliezec,2023-12-04T04:39:50Z,2023-12-04T04:39:50Z,0,"This is the group that has the character of acting pitiful when cameras are on, but wherever they land, they turn their new surroundings into garbage heaps and crime nests, and behave very uppity against outsiders."
@Agoespreet...,2023-12-04T04:13:54Z,2023-12-04T04:13:54Z,4,"Sepertinya pemerintah sudah memaksa warga aceh untuk menampung rohingya meskipun mereka menolak, itu sama saja merampas hak masyarakat."
@moonnaur,2023-12-04T00:16:13Z,2023-12-04T00:16:28Z,2,"Sorry, we rejected the Rohignya, why? Because they are very RUDE to us, we give them food and drink for them in boat but they Throw it into the sea, like WTF!?, WE DONT LIKE RUDE PERSON SO GET OUT OF HERE"
@nirmalasari3802,2023-12-03T07:50:08Z,2023-12-03T07:50:08Z,1,"<a href=""https://www.youtube.com/watch?v=A8iHcyhUoC0&amp;t=4m37s"">4:37</a> ini manusia lancang sekali bicaranya ya. Jahatnya.... Always double standard."
@nuurqomar.,2023-12-03T07:10:01Z,2023-12-03T07:10:01Z,1,Mereka butuh makanan? kita kasih<br>Mereka butuh pakaian? kita kasih<br>Mereka butuh tanah tempat tinggal?? tak segampang ituu 🎶
@eulalawrence9018,2023-12-03T05:49:08Z,2023-12-03T05:49:08Z,1,"The so called human rights watch, please accept them in your country so you&#39;ll find out why we rejected them."
@rifqimujahid4907,2023-12-03T05:35:20Z,2023-12-03T05:41:01Z,0,"rohingya di tolak karna ireng(blackskin) kalo arab albino wah di puja-puja pasti jadi habib dimari<br><br>nobody wants to admit it but indonesian are pretty racist, me included<br><br>indonesia is too poor and corrupt to care for other poor people"
@deatv87,2023-12-03T04:40:03Z,2023-12-03T04:40:03Z,0,Menolong suku dari negara asing tidak harus dengan memberikan tempat tinggal.
@putriatika1,2023-12-03T03:29:06Z,2023-12-03T03:29:06Z,1,Unchr harusnya buat negara sendiri.!! Jangan nyusahin negara lain .
@noertri618,2023-12-03T03:20:03Z,2023-12-03T03:20:13Z,0,"Rohingya is only one of myanmar junta victim of ethnic oppression, there are many of minority ethnics rebel to junta because of the oppression"
@terbanghelang1404,2023-12-03T03:03:10Z,2023-12-03T03:03:10Z,0,"Indonesia🇮🇩 &amp; malaysia🇲🇾 will not accept more rohingha people ...robert, you can keep them into your house ya"
@ncibayfarm6905,2023-12-03T00:11:39Z,2023-12-03T00:11:39Z,1,They are &quot; Tidak tahu diri&quot;<br>Di tolong malah mukul
@kucingbinal1440,2023-12-02T23:42:13Z,2023-12-02T23:42:13Z,0,Usir pengungsi Rohingya dari tanah airku Indonesia 🇮🇩🇮🇩🇮🇩
@ahmadjeailaniabdulrahman643,2023-12-02T23:27:20Z,2023-12-02T23:27:20Z,46,"UNHCR had taken a good care of Rohingya together with Bangladesh Goverment.<br><br>But they decided to flee from fhe UNHCR camp seeking an economic opportunity elsewhere.They are not escaping from prosecution,but looking for economic gain."
@TrunasabarAnakrantau,2023-12-02T23:15:38Z,2023-12-02T23:15:38Z,1,"Persoalanya ini bukan pengungsi,,mreka sengaja darang secara ilegal,,tidak mungkin yg katanya terdampar tapi mampur bayar 15 jt per orang,,,ini tdk bisa di biyarkan tolong pemerintah Indonesia hrus tegas setelah mreka di kasih bantuan mkanan dll mreka wajib di deportasi kembali"
@ismailjusoh7219,2023-12-02T21:39:20Z,2023-12-02T21:39:20Z,0,Australia is good for them.During 19s century  thy to be British Sepoy in war wth Kingdom in Myammar or British Burma.
@misrodinrodin8957,2023-12-02T20:06:54Z,2023-12-02T20:06:54Z,0,"enak aja Indonesia suruh nampung,  pulangkan aja kenegaranya"
@a.m6502,2023-12-02T16:24:54Z,2023-12-02T16:24:54Z,1,Secara hukum bukan kewajiban dan bukan tanggung jawab pemerintah Indonesia buat menampung mereka <br>Para pengungsi Rohonya akan kami usir dari NKRI demi kebaikan seluruh rakyat INA
@a.m6502,2023-12-02T16:21:29Z,2023-12-02T16:21:29Z,1,Rakyat Indonesia sangat menolak pengungsi Rohingya dan meminta pemerintah kembalikan mereka ke bangladesh/myanmar kembali
@Eva_kuz,2023-12-02T16:00:17Z,2023-12-02T16:00:17Z,1,Mpuslsh ronghiyah.
@Tuansil,2023-12-02T15:53:26Z,2023-12-02T15:53:26Z,0,Sigh double standards....
@irf4412,2023-12-02T15:08:46Z,2023-12-02T15:08:46Z,4,"I pray they will have a better and higher place in jannah .. Life is just a passing by after all, not final destination .."
@alfansarifudin6469,2023-12-13T21:41:13Z,2023-12-13T21:41:13Z,0,"Only one their right, back to their home!!!"
@dhiananovitasari8652,2023-12-02T01:29:24Z,2023-12-02T01:32:04Z,0,"They were mistaken and should not have come to Indonesia because Indonesia never signed the 1951 refugee agreement with the UN. Indonesia could not accommodate them, send them to Australia is a large, prosperous, underpopulated country. Indonesia is overpopulated!"
@kenzo_aethelred8997,2023-11-23T17:34:16Z,2023-11-23T17:37:49Z,0,Harus tegas.. kalau mau deportasi ya deportasi. Kalau di kirim ke negara ketiga juga ya segera di kirim. Jangan di katung 2 seperti ini. ini sama saja dengan menyiksa mereka
